"sentence1","sentence2","label"
"The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","1.0"
"APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","1.0"
"The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","APT29 modified registry run keys to maintain persistence across system reboots.","1.0"
"Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","Conti ransomware operators used SMB to spread malware to other systems across the network.","0.0"
"The adversary queried the Windows registry to discover installed security software and potential bypass methods.","APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","1.0"
"The adversary queried the Windows registry to discover installed security software and potential bypass methods.","The adversary exploited an insecure direct object reference in the web application to gain unauthorized access to user accounts.","0.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","0.0"
"APT41 utilized legitimate systems management software to deploy malware across the network.","The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","0.0"
"Threat actors exploited the CVE-2020-1472 vulnerability (Zerologon) to obtain domain admin privileges.","APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","1.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","1.0"
"Threat actors exploited the EternalBlue vulnerability to access systems and dump credential hashes.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","0.0"
"The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","Conti ransomware operators used LaZagne to recover credentials stored in various applications on compromised hosts.","1.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","1.0"
"FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","0.0"
"Sandworm used PowerShell Empire for command and control after exploiting the initial vulnerability.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","1.0"
"The Lazarus Group performed NTLM relay attacks to capture and replay authentication hashes across the network.","APT28 used spear-phishing emails with fake Microsoft login pages to capture Office 365 credentials.","1.0"
"The attackers installed browser extensions that intercepted authentication traffic and stole session cookies.","APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","1.0"
"Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","1.0"
"The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","1.0"
"NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","1.0"
"The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","1.0"
"APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","1.0"
"The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","The attackers exploited Windows COM Hijacking to execute malicious DLLs when legitimate applications were launched.","1.0"
"Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","1.0"
"Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","0.0"
"The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","Cozy Bear (APT29) used the Microsoft Build Engine (MSBuild) to execute malicious code, bypassing application control.","0.0"
"FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","1.0"
"The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","1.0"
"APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","0.0"
"The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","0.0"
"Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","1.0"
"Conti ransomware operators used SMB to spread malware to other systems across the network.","APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","1.0"
"The attackers scheduled data exfiltration during business hours to blend with normal network activity.","Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","0.0"
"The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","The attack group systematically extracted customer databases containing personally identifiable information.","1.0"
"The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","Conti ransomware operators used SMB to spread malware to other systems across the network.","1.0"
"NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","The threat actors implemented DNS tunneling to exfiltrate data and receive commands without raising alerts.","1.0"
"APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","0.0"
"The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","1.0"
"The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","APT41 used steganography to hide command and control instructions within image files posted to social media.","1.0"
"BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","1.0"
"The threat actor disabled Windows Defender by modifying registry keys, preventing detection of their malware.","The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","1.0"
"The attackers exploited Windows COM Hijacking to execute malicious DLLs when legitimate applications were launched.","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","0.0"
"The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","1.0"
"APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","0.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","0.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","The adversary exploited an insecure direct object reference in the web application to gain unauthorized access to user accounts.","0.0"
"Conti ransomware operators used SMB to spread malware to other systems across the network.","Conti ransomware operators used LaZagne to recover credentials stored in various applications on compromised hosts.","0.0"
"The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","1.0"
"APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","1.0"
"The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","1.0"
"The Lazarus Group compromised legitimate websites frequently visited by employees (strategic web compromise) to establish initial access.","The SolarWinds supply chain attack involved trojanized updates that created a backdoor in affected organizations.","1.0"
"Conti ransomware operators encrypted critical databases with RSA-2048 after exfiltrating sensitive information.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","1.0"
"Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","1.0"
"The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","APT41 used steganography to hide command and control instructions within image files posted to social media.","0.0"
"The attackers utilized scheduled polling intervals with jitter to avoid detection of regular communication patterns.","FIN7 used multiple encrypted messaging channels for different phases of their operation.","1.0"
"The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","1.0"
"Sandworm used PowerShell Empire for command and control after exploiting the initial vulnerability.","The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","1.0"
"FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","The attackers used legitimate cloud storage services to exfiltrate data, appearing as normal business activity.","1.0"
"FIN7 used multiple encrypted messaging channels for different phases of their operation.","NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","1.0"
"Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","0.0"
"FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","1.0"
"Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","FIN7 implemented fileless malware that operated entirely in memory to avoid leaving traces on disk.","1.0"
"APT29 deployed custom tools to systematically extract emails from Microsoft Exchange servers over several months.","The attackers used legitimate cloud storage services to exfiltrate data, appearing as normal business activity.","0.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","1.0"
"APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","The attackers exploited Windows COM Hijacking to execute malicious DLLs when legitimate applications were launched.","0.0"
"Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","1.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","0.0"
"APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","The attackers utilized scheduled polling intervals with jitter to avoid detection of regular communication patterns.","0.0"
"APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","0.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","Sandworm used PowerShell Empire for command and control after exploiting the initial vulnerability.","1.0"
"The adversary used steganography to hide stolen data in image files uploaded to public websites.","Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","1.0"
"APT41 used steganography to hide command and control instructions within image files posted to social media.","FIN7 used multiple encrypted messaging channels for different phases of their operation.","1.0"
"The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","0.0"
"The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","1.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","1.0"
"The threat actor exfiltrated data using authenticated proxies to appear as legitimate business traffic.","Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","1.0"
"The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","1.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","Conti ransomware operators used SMB to spread malware to other systems across the network.","1.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","1.0"
"Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","1.0"
"FIN7 implemented fileless malware that operated entirely in memory to avoid leaving traces on disk.","The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","0.0"
"APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","1.0"
"The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","1.0"
"The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","The threat actor used stolen credentials to make unauthorized wire transfers to overseas accounts.","1.0"
"The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","1.0"
"APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","1.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","LAPSUS$ exfiltrated source code repositories after compromising development environments.","0.0"
"The attackers employed binary padding techniques to modify hash values and evade signature-based detection.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","0.0"
"APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","Conti ransomware operators used SMB to spread malware to other systems across the network.","1.0"
"APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","0.0"
"LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","0.0"
"Conti ransomware operators used SMB to spread malware to other systems across the network.","FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","1.0"
"HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","1.0"
"FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","0.0"
"Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","APT29 deployed custom tools to systematically extract emails from Microsoft Exchange servers over several months.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","1.0"
"APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","0.0"
"LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","0.0"
"Conti ransomware operators used SMB to spread malware to other systems across the network.","The attackers employed binary padding techniques to modify hash values and evade signature-based detection.","0.0"
"LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","1.0"
"Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","0.0"
"APT29 modified registry run keys to maintain persistence across system reboots.","The adversary queried the Windows registry to discover installed security software and potential bypass methods.","0.0"
"The adversary manipulated database records to create fraudulent financial transactions.","The attackers installed browser extensions that intercepted authentication traffic and stole session cookies.","0.0"
"APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","0.0"
"Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","1.0"
"APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","Conti ransomware operators used LaZagne to recover credentials stored in various applications on compromised hosts.","1.0"
"The threat actor used stolen credentials to make unauthorized wire transfers to overseas accounts.","The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","1.0"
"FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","1.0"
"Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","1.0"
"APT41 used steganography to hide command and control instructions within image files posted to social media.","Threat actors defaced the organization's website with politically motivated messages.","0.0"
"The adversary queried the Windows registry to discover installed security software and potential bypass methods.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","1.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","The attackers exploited Windows COM Hijacking to execute malicious DLLs when legitimate applications were launched.","0.0"
"APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","1.0"
"LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","0.0"
"The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","0.0"
"FIN7 used multiple encrypted messaging channels for different phases of their operation.","LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","0.0"
"The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","0.0"
"FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","1.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","1.0"
"Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","0.0"
"LAPSUS$ exfiltrated source code repositories after compromising development environments.","FIN7 used multiple encrypted messaging channels for different phases of their operation.","0.0"
"Threat actors exploited the EternalBlue vulnerability to access systems and dump credential hashes.","APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","0.0"
"Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","0.0"
"APT28 used spear-phishing emails with fake Microsoft login pages to capture Office 365 credentials.","APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","0.0"
"The threat actor exfiltrated data using authenticated proxies to appear as legitimate business traffic.","APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","1.0"
"The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","1.0"
"Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","The threat actor used stolen credentials to make unauthorized wire transfers to overseas accounts.","1.0"
"The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","0.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","APT28 used spear-phishing emails with fake Microsoft login pages to capture Office 365 credentials.","0.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","1.0"
"The attackers installed a backdoor by creating a new Windows service configured to start automatically.","APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","1.0"
"The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","Conti ransomware operators purchased access to already-compromised networks through an Initial Access Broker (IAB).","0.0"
"Conti ransomware operators encrypted critical databases with RSA-2048 after exfiltrating sensitive information.","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","0.0"
"APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","0.0"
"The attack group systematically extracted customer databases containing personally identifiable information.","Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","1.0"
"APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","The attackers employed binary padding techniques to modify hash values and evade signature-based detection.","0.0"
"The attackers placed malicious USB drives in the company parking lot, relying on employees to connect them to workstations.","HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","0.0"
"APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","1.0"
"APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","1.0"
"The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","1.0"
"APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","1.0"
"FIN7 implemented fileless malware that operated entirely in memory to avoid leaving traces on disk.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","0.0"
"Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","1.0"
"The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","1.0"
"The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","0.0"
"Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","0.0"
"The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","0.0"
"The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","LAPSUS$ exfiltrated source code repositories after compromising development environments.","0.0"
"APT29 used spear-phishing emails with malicious links to harvest credentials and gain initial access to targeted organizations.","The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","1.0"
"The attackers installed browser extensions that intercepted authentication traffic and stole session cookies.","Threat actors exploited the EternalBlue vulnerability to access systems and dump credential hashes.","1.0"
"FIN7 used multiple encrypted messaging channels for different phases of their operation.","The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","1.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","0.0"
"APT29 modified registry run keys to maintain persistence across system reboots.","APT41 used living-off-the-land binaries (LOLBins) like certutil.exe to download payloads and evade detection.","0.0"
"The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","The attackers installed a backdoor by creating a new Windows service configured to start automatically.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","0.0"
"APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","1.0"
"NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","0.0"
"NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","1.0"
"The threat actor disabled Windows Defender by modifying registry keys, preventing detection of their malware.","NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","1.0"
"BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","0.0"
"The Lazarus Group compromised legitimate websites frequently visited by employees (strategic web compromise) to establish initial access.","The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","1.0"
"Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","HAFNIUM exploited credential caches stored on Exchange servers after the initial compromise.","0.0"
"Conti ransomware operators encrypted critical databases with RSA-2048 after exfiltrating sensitive information.","The threat actor used stolen credentials to make unauthorized wire transfers to overseas accounts.","1.0"
"Threat actors defaced the organization's website with politically motivated messages.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","1.0"
"FIN7 used multiple encrypted messaging channels for different phases of their operation.","Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","0.0"
"The attackers utilized legitimate cloud services like GitHub and Dropbox for command and control communications.","Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","0.0"
"The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","The threat actor leveraged signed binaries to proxy execution of malicious payloads, bypassing application whitelisting.","0.0"
"APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","1.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","1.0"
"The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","1.0"
"The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","0.0"
"Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","1.0"
"The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","The attackers employed binary padding techniques to modify hash values and evade signature-based detection.","1.0"
"Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","The threat actor leveraged signed binaries to proxy execution of malicious payloads, bypassing application whitelisting.","1.0"
"The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","1.0"
"Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","1.0"
"APT41 utilized legitimate systems management software to deploy malware across the network.","FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","0.0"
"The attackers installed a backdoor by creating a new Windows service configured to start automatically.","Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","0.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","1.0"
"FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","1.0"
"The attackers exploited Windows COM Hijacking to execute malicious DLLs when legitimate applications were launched.","BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","1.0"
"FIN7 implemented fileless malware that operated entirely in memory to avoid leaving traces on disk.","The threat actor leveraged signed binaries to proxy execution of malicious payloads, bypassing application whitelisting.","1.0"
"FIN7 used keyloggers to capture credentials as users typed them, including those for financial systems.","Conti ransomware operators used LaZagne to recover credentials stored in various applications on compromised hosts.","1.0"
"The attackers installed a backdoor by creating a new Windows service configured to start automatically.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","0.0"
"FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","APT41 leveraged custom malware to capture screenshots when specific banking applications were opened.","1.0"
"The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","0.0"
